,CPT_CODE_OR_OTHER,Top_25_Avg,OSHPD_NUM,Hospital_Name
"Outpatient Visit, established patient, 15 minutes",99213,,106370759,Paradise Valley Hospital 
Laboratory & Pathology Services (CPT Codes 80048-89356),2019 CPT Code,Average Charge,106370759,Paradise Valley Hospital 
Basic Metabolic Panel,80048,$226.00,106370759,Paradise Valley Hospital 
"Blood Gas Analysis, including 02 saturation",82805,$230.00,106370759,Paradise Valley Hospital 
"Complete Blood Count, automated",85027,$80.00,106370759,Paradise Valley Hospital 
"Complete Blood Count, with differential WBC, automated",85025,$118.00,106370759,Paradise Valley Hospital 
Comprehensive Metabolic Panel,80053,$351.00,106370759,Paradise Valley Hospital 
"Urinalysis, with microscopy",81000 or 81001,$82.00,106370759,Paradise Valley Hospital 
Thyroid Stimulating Hormone,84443,$202.00,106370759,Paradise Valley Hospital 
Radiology Services  (CPT Codes 70010-79999),2019 CPT Code,Average Charge,106370759,Paradise Valley Hospital 
"CT Scan, Abdomen, with contrast",74160,"$2,568.00",106370759,Paradise Valley Hospital 
"CT Scan, Head or Brain, without contrast",70450,"$2,163.00",106370759,Paradise Valley Hospital 
"CT Scan, Pelvis, with contrast",72193,"$2,200.00",106370759,Paradise Valley Hospital 
"MRI, Head or Brain, without contrast, followed by contrast",70553,"$3,948.00",106370759,Paradise Valley Hospital 
"Ultrasound, Abdomen, Complete",76700,"$1,199.85",106370759,Paradise Valley Hospital 
"Ultrasound, OB, 14 weeks or more, transabdominal",76805,$343.38,106370759,Paradise Valley Hospital 
"X-Ray, Chest, two views",71020,,106370759,Paradise Valley Hospital 
Medicine Services  (CPT Codes 90281-99602),2019 CPT Code,Average Charge,106370759,Paradise Valley Hospital 
"Cardiac Catheterization, Left Heart, percutaneous ",93510,,106370759,Paradise Valley Hospital 
Surgery Services  (CPT Codes 10021-69990),2019 CPT Code,Average Charge,106370759,Paradise Valley Hospital 
"Cataract Removal with Insertion of Intraocular Lens, 1 Stage",66984,,106370759,Paradise Valley Hospital 
"Colonoscopy, diagnostic",45378,,106370759,Paradise Valley Hospital 
"Colonoscopy, with biopsy",45380,,106370759,Paradise Valley Hospital 
"Colonoscopy, with lesion removal, by snare technique",45385,,106370759,Paradise Valley Hospital 
"Endoscopy, Upper GI, with biopsy",43239,,106370759,Paradise Valley Hospital 
"Endoscopy, Upper GI, diagnostic",43235,,106370759,Paradise Valley Hospital 
"Hernia Repair, Inguinal, 5 years and older",49505,,106370759,Paradise Valley Hospital 
Other Common Outpatient Procedures (list as needed),2019 CPT Code,Average Charge,106370759,Paradise Valley Hospital 
ECG TRACING ONLY              ,93005,$330.00,106370759,Paradise Valley Hospital 
PSYCH GROUP OTHER             ,90853,$338.00,106370759,Paradise Valley Hospital 
VENIPUNCTURE ROUTINE          ,36415,$43.00,106370759,Paradise Valley Hospital 
GLUCOSE FDA APP HOME USE      ,82962,$70.00,106370759,Paradise Valley Hospital 
ED INJ IVP ADD SEQ NEW        ,96375,$143.00,106370759,Paradise Valley Hospital 
ED INJ IVP SNGL/INTL          ,96374,$573.27,106370759,Paradise Valley Hospital 
ED INJECTION SQ/IM            ,96372,$174.60,106370759,Paradise Valley Hospital 
LIPASE                        ,83690,$85.00,106370759,Paradise Valley Hospital 
CK TOTAL                      ,82550,$156.00,106370759,Paradise Valley Hospital 
Evaluation & Management Services (CPT Codes 99201-99499),2019 CPT Code,Average Charge,370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
"Emergency Room Visit, Level 2 (low to moderate severity)",99282,,370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
"Emergency Room Visit, Level 3 (moderate severity)",99283,,370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
"Emergency Room Visit, Level 4 (high severity)",99284,,370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
"Emergency Room Visit, Level 4 (high severity with significant threat)",99285,,370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
"Outpatient Visit, established patient, 15 minutes",99213,,370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
Laboratory & Pathology Services (CPT Codes 80047-89398),2019 CPT Code,Average Charge,370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
Basic Metabolic Panel,80048,$144.00,370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
"Blood Gas Analysis, including 02 saturation",82805,,370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
"Complete Blood Count, automated",85027,$52.00,370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
"Complete Blood Count, with differential WBC, automated",85025,$84.00,370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
Comprehensive Metabolic Panel,80053,$195.00,370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
"Creatine Kinase (CK), (CPK), Total",82550,$87.00,370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
Lipid Panel,80061,$117.00,370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
Partial Thromboplastin Time,85730,$47.00,370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
Prothrombin Time,85610,$77.00,370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
Thyroid Stimulating Hormone,84443,$133.00,370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
"Troponin, Quantitative",84484,$155.00,370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
"Urinalysis, without microscopy",81002 or 81003,$16.00,370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
"Urinalysis, with microscopy",81000 or 81001,$23.00,370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
Radiology Services  (CPT Codes 70010-79999),2019 CPT Code,Average Charge,370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
"CT Scan, Abdomen, with contrast",74160,"$2,103.00",370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
"CT Scan, Head or Brain, without contrast",70450,$908.00,370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
"CT Scan, Pelvis, with contrast",72193,"$2,103.00",370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
"Mammography, Screening, Bilateral",77067,$558.00,370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
"MRI, Head or Brain, without contrast, followed by contrast",70553,"$3,621.00",370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
"Ultrasound, Abdomen, Complete",76700,,370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
"Ultrasound, OB, 14 weeks or more, transabdominal",76805,,370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
"X-Ray, Lower Back, four views",72110,,370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
"X-Ray, Chest, two views",71046,$362.00,370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
Medicine Services  (CPT Codes 90281-99607),2019 CPT Code,Average Charge,370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
"Cardiac Catheterization, Left Heart, percutaneous ",93452,,370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
"Echocardiography, complete",93307,,370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
"Electrocardiogram, routine, with interpretation and report",93000,,370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
"Inhalation Treatment, pressurized or nonpressurized",94640,$615.00,370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
"Physical Therapy, Evaluation",97161-97163,,370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
"Physical Therapy, Gait Training",97116,$122.00,370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
"Physical Therapy, Therapeutic Exercise",97110,$120.00,370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
Surgery Services  (CPT Codes 10021-69990),2019 CPT Code,Average Charge,370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
"Arthroscopy, Knee, with meniscectomy (medial or lateral)",29881,,370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
"Arthroscopy, Shoulder, with partial acromioplasty",29826,,370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
Carpal Tunnel Surgery,64721,,370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
"Cataract Removal with Insertion of Intraocular Lens, 1 Stage",66984,,370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
"Colonoscopy, diagnostic",45378,"$3,980.00",370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
"Colonoscopy, with biopsy",45380,"$4,573.00",370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
"Colonoscopy, with lesion removal, by snare technique",45385,"$4,986.00",370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
"Discission, secondary membranous cataract, laser surgery",66821,,370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
"Endoscopy, Upper GI, with biopsy",43239,"$4,765.00",370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
"Endoscopy, Upper GI, diagnostic",43235,,370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
"Excision, Breast Lesion",19120,,370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
"Hernia Repair, Inguinal, 5 years and older",49505,,370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
"Injection, Diagnostic or Therapeutic substance, epidural, lumbar",62322-62323,,370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
"Injection, Anesthetic or Steroid, transforaminal epidural, lumbar",64483,,370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
Laparoscopic Cholecystectomy,47562,,370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
"Tympanostomy (insert ventilating  tube, general anesthesia)",69436,,370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
"Tonsillectomy with Adenoidectomy, less than 12 years old",42820,,370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
Other Common Outpatient Procedures (list as needed),2019 CPT Code,Average Charge,370771,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
Evaluation & Management Services (CPT Codes 99201-99499),2019 CPT Code,Average Charge,106370780,Tri-City Medical Center
"Emergency Room Visit, Level 4 (high severity with significant threat)",99284,"$2,279.00",106370780,Tri-City Medical Center
"Emergency Room Visit, Level 3 (moderate severity)",99283,"$1,473.00",106370780,Tri-City Medical Center
"Emergency Room Visit, Level 5 (high severity without signigicant threat)",99285,"$3,440.00",106370780,Tri-City Medical Center
"Emergency Room Visit, Level 2 (low to moderate severity)",99282,$922.00,106370780,Tri-City Medical Center
"Emergency Room Visit, Level 1 (low severity)",99281,$462.00,106370780,Tri-City Medical Center
Laboratory & Pathology Services (CPT Codes 80047-89398),2019 CPT Code,Average Charge,106370780,Tri-City Medical Center
Comprehensive Metabolic Panel,80053,$126.00,106370780,Tri-City Medical Center
"Complete Blood Count, with differential WBC, automated",85025,$71.00,106370780,Tri-City Medical Center
"Urinalysis, with microscopy",81001,$76.00,106370780,Tri-City Medical Center
"Troponin, Quantitative",84484,$147.00,106370780,Tri-City Medical Center
"Creatine Kinase (CK), (CPK), Total",82550,$75.00,106370780,Tri-City Medical Center
   Creatine Kinase (CPK) MB Fraction Only,82553,$126.00,106370780,Tri-City Medical Center
Lipase,83690,$75.00,106370780,Tri-City Medical Center
"Complete Blood Count, automated",85027,$67.00,106370780,Tri-City Medical Center
Prothrombin Time,85610,$74.00,106370780,Tri-City Medical Center
Thyroid Stimulating Hormone,84443,$186.00,106370780,Tri-City Medical Center
   Urine Pregnancy Visual Color,81025,$77.00,106370780,Tri-City Medical Center
Glucose Blood Reagent Strip,82948,$20.00,106370780,Tri-City Medical Center
   Drug Test Presumptive by Chemical Analysis,80307,$279.00,106370780,Tri-City Medical Center
Radiology Services  (CPT Codes 70010-79999),2019 CPT Code,Average Charge,106370780,Tri-City Medical Center
"X-Ray, Chest, two views",71046,$567.00,106370780,Tri-City Medical Center
"X-Ray, Chest, one views",71045,$450.00,106370780,Tri-City Medical Center
"Mammography, Screening, Bilateral",77067,$253.00,106370780,Tri-City Medical Center
"CT Scan, Head or Brain, without contrast",70450,"$3,018.00",106370780,Tri-City Medical Center
"CT Scan, Abd & Pelvis, with contrast",74177,"$5,625.00",106370780,Tri-City Medical Center
"Ultrasound, Abdomen, Complete",76700,$598.00,106370780,Tri-City Medical Center
"CT Scan, Abd & Pelvis, without contrast",74176,"$4,029.00",106370780,Tri-City Medical Center
"CT Scan, Cervical Spine, without contrast",72125,"$2,469.00",106370780,Tri-City Medical Center
Dxa Bone Density Study,77080,$777.00,106370780,Tri-City Medical Center
Medicine Services  (CPT Codes 90281-99607),2019 CPT Code,Average Charge,106370780,Tri-City Medical Center
Group Psychotherapy not Multi Family,90853,$185.00,106370780,Tri-City Medical Center
Therapeutic Exercise Each 15 Minutes,97110,$121.00,106370780,Tri-City Medical Center
"Electrocardiogram, 12 Lead, Tracing Only",93005,$350.00,106370780,Tri-City Medical Center
Manual Therapy Each 15 Minutes,97140,$113.00,106370780,Tri-City Medical Center
"Therapeutic Injection, Subcutaneous or Intramuscular",96372,$155.00,106370780,Tri-City Medical Center
Cardiac Rehabilitation with Continuous EKG Monitoring,93798,$150.00,106370780,Tri-City Medical Center
"Hyperbaric Oxygen Under Pressure, Full Body Chamber, per 30 Minutes",G0277,$348.00,106370780,Tri-City Medical Center
Surgery Services  (CPT Codes 10021-69990),2019 CPT Code,Average Charge,106370780,Tri-City Medical Center
Transfusion Blood/Blood Products (#342),36430,"$2,980.00",106370780,Tri-City Medical Center
Abdominal Paracentesis with imaging guidance (#121),49083,"$1,636.00",106370780,Tri-City Medical Center
Insertion of Temporary Indwelling Bladder Catheter; Simple (#121),51702,$367.00,106370780,Tri-City Medical Center
Insertion of Tunneled Centrally Inserted CVAD with Port (#71),36561,"$4,138.00",106370780,Tri-City Medical Center
"Breast Biopsy w/Marker Plcmt,1st Lesion w/Ultrasound Guidance (#65)",19083,"$2,890.00",106370780,Tri-City Medical Center
Diagnostic Bone Marrow Biopsy(ies) and Aspiration(s) (#58),38222,"$3,569.00",106370780,Tri-City Medical Center
Introduction Catheter in Dialysis Circuit (#57),36902,"$8,435.00",106370780,Tri-City Medical Center
Fine Needle Aspiration with Imaging Guidance (#54),10005,"$1,333.00",106370780,Tri-City Medical Center
Contrast Injection for Assessment of Cyst/Abscess via Catheter (#53),49424,$891.00,106370780,Tri-City Medical Center
Replacement of Gastrostomy or Cecostomy Tube (#41),49450,"$1,636.00",106370780,Tri-City Medical Center
Evaluation & Management Services (CPT Codes 99201-99499),2019 CPT Code,Average Charge,106370782,UCSD Health
"Emergency Room Visit, Level 2 (low to moderate severity)",99282,"$1,004.00",106370782,UCSD Health
"Emergency Room Visit, Level 3 (moderate severity)",99283,"$1,501.00",106370782,UCSD Health
"Emergency Room Visit, Level 4 (high severity without signigicant threat)",99284,"$2,848.00",106370782,UCSD Health
"Emergency Room Visit, Level 5 (high severity with significant threat)",99285,"$4,195.00",106370782,UCSD Health
"Outpatient Visit, established patient, 15 minutes",99213,$176.00,106370782,UCSD Health
Laboratory & Pathology Services (CPT Codes 80047-89398),2019 CPT Code,Average Charge,106370782,UCSD Health
Basic Metabolic Panel,80048,$153.00,106370782,UCSD Health
"Blood Gas Analysis, including 02 saturation",82805,$265.00,106370782,UCSD Health
"Complete Blood Count, automated",85027,$55.00,106370782,UCSD Health
"Complete Blood Count, with differential WBC, automated",85025,$95.00,106370782,UCSD Health
Comprehensive Metabolic Panel,80053,$300.00,106370782,UCSD Health
"Creatine Kinase (CK), (CPK), Total",82550,$53.00,106370782,UCSD Health
Lipid Panel,80061,$162.00,106370782,UCSD Health
Partial Thromboplastin Time,85730,$78.00,106370782,UCSD Health
Prothrombin Time,85610,$71.00,106370782,UCSD Health
Thyroid Stimulating Hormone,84443,$169.00,106370782,UCSD Health
"Troponin, Quantitative",84484,$152.00,106370782,UCSD Health
"Urinalysis, without microscopy",81002 or 81003,,106370782,UCSD Health
"Urinalysis, with microscopy",81000 or 81001,,106370782,UCSD Health
Radiology Services  (CPT Codes 70010-79999),2019 CPT Code,Average Charge,106370782,UCSD Health
"CT Scan, Abdomen, with contrast",74160,,106370782,UCSD Health
"CT Scan, Head or Brain, without contrast",70450,"$2,478.00",106370782,UCSD Health
"CT Scan, Pelvis, with contrast",72193,,106370782,UCSD Health
"Mammography, Screening, Bilateral",77067,$506.00,106370782,UCSD Health
"MRI, Brain, without contrast, followed by contrast",70553,,106370782,UCSD Health
"Ultrasound, Abdomen, Complete",76700,"$1,562.00",106370782,UCSD Health
"Ultrasound, OB, 14 weeks or more, transabdominal",76805,"$1,253.00",106370782,UCSD Health
"X-Ray, Lower Back, minimum four views",72110,$695.00,106370782,UCSD Health
"X-Ray, Chest, two views",71046,$339.00,106370782,UCSD Health
Medicine Services  (CPT Codes 90281-99607),2019 CPT Code,Average Charge,106370782,UCSD Health
"Cardiac Catheterization, Left Heart, percutaneous ",93452,,106370782,UCSD Health
"Echocardiography, Transthoracic, complete",93307,,106370782,UCSD Health
"Electrocardiogram, routine, with interpretation and report",93000,,106370782,UCSD Health
"Inhalation Treatment, pressurized or nonpressurized",94640,$356.00,106370782,UCSD Health
"Physical Therapy, Evaluation",97161-97163,,106370782,UCSD Health
"Physical Therapy, Gait Training",97116,$103.00,106370782,UCSD Health
"Physical Therapy, Therapeutic Exercise",97110,$153.00,106370782,UCSD Health
Surgery Services  (CPT Codes 10021-69990),2019 CPT Code,Average Charge,106370782,UCSD Health
"Arthroscopy, Knee, with meniscectomy (medial or lateral)",29881,,106370782,UCSD Health
"Arthroscopy, Shoulder, with partial acromioplasty",29826,,106370782,UCSD Health
Carpal Tunnel Surgery,64721,,106370782,UCSD Health
"Cataract Removal with Insertion of Intraocular Lens, 1 Stage",66984,,106370782,UCSD Health
"Colonoscopy, diagnostic",45378,,106370782,UCSD Health
"Colonoscopy, with biopsy",45380,,106370782,UCSD Health
"Colonoscopy, with lesion removal, by snare technique",45385,,106370782,UCSD Health
"Discission, secondary membranous cataract, laser surgery",66821,,106370782,UCSD Health
"Endoscopy, Upper GI, with biopsy",43239,,106370782,UCSD Health
"Endoscopy, Upper GI, diagnostic",43235,,106370782,UCSD Health
"Excision, Breast Lesion, without preoperative radiological marker",19120,,106370782,UCSD Health
"Hernia Repair, Inguinal, 5 years and older",49505,,106370782,UCSD Health
"Injection, Diagnostic or Therapeutic substance, epidural, lumbar",62322-62323,,106370782,UCSD Health
"Injection, Anesthetic or Steroid, transforaminal epidural, lumbar",64483,,106370782,UCSD Health
Laparoscopic Cholecystectomy,47562,,106370782,UCSD Health
"Tympanostomy (insert ventilating  tube, general anesthesia)",69436,,106370782,UCSD Health
"Tonsillectomy with Adenoidectomy, less than 12 years old",42820,,106370782,UCSD Health
Other Common Outpatient Procedures (list as needed),2019 CPT Code,Average Charge,106370782,UCSD Health
"Echocardiography, complete without contrast",93307,"$1,287.00",106370782,UCSD Health
"Electrocardiogram, routine, tracing only",93005,$410.00,106370782,UCSD Health
"Urinalysis, without microscopy, non-automated",81002,$21.00,106370782,UCSD Health
"Urinalysis, without microscopy, automated",81003,$68.00,106370782,UCSD Health
"Urinalysis, with microscopy, non-automated",81000,$22.00,106370782,UCSD Health
"Urinalysis, with microscopy, automated",81001,$111.00,106370782,UCSD Health
"CT Scan, Abdomen, without contrast",74150,"$1,726.00",106370782,UCSD Health
"CT Scan, Abdomen & Pelvis without contrast",74176,"$3,411.00",106370782,UCSD Health
"Physical Therapy, Evaluation; low complexity",97161,$365.00,106370782,UCSD Health
"Physical Therapy, Evaluation; moderate complexity",97162,$419.00,106370782,UCSD Health
"Physical Therapy, Evaluation; high complexity",97163,$473.00,106370782,UCSD Health
Evaluation & Management Services (CPT Codes 99201-99499),2019 CPT Code,Average Charge,106370875,Sharp Chula Vista Hospital
"Emergency Room Visit, Level 2 (low to moderate severity)",99282,"$1,006.00",106370875,Sharp Chula Vista Hospital
"Emergency Room Visit, Level 3 (moderate severity)",99283,"$1,573.00",106370875,Sharp Chula Vista Hospital
"Emergency Room Visit, Level 4 (high severity without signigicant threat)",99284,"$2,886.00",106370875,Sharp Chula Vista Hospital
"Emergency Room Visit, Level 4 (high severity with significant threat)",99285,"$4,529.00",106370875,Sharp Chula Vista Hospital
"Outpatient Visit, established patient, 15 minutes",99213,,106370875,Sharp Chula Vista Hospital
Laboratory & Pathology Services (CPT Codes 80047-89398),2019 CPT Code,Average Charge,106370875,Sharp Chula Vista Hospital
Basic Metabolic Panel,80048,$346.00,106370875,Sharp Chula Vista Hospital
"Blood Gas Analysis, including 02 saturation",82805,,106370875,Sharp Chula Vista Hospital
"Complete Blood Count, automated",85027,$186.00,106370875,Sharp Chula Vista Hospital
"Complete Blood Count, with differential WBC, automated",85025,$208.00,106370875,Sharp Chula Vista Hospital
Comprehensive Metabolic Panel,80053,$478.00,106370875,Sharp Chula Vista Hospital
"Creatine Kinase (CK), (CPK), Total",82550,,106370875,Sharp Chula Vista Hospital
Lipid Panel,80061,$248.00,106370875,Sharp Chula Vista Hospital
Partial Thromboplastin Time,85730,$267.00,106370875,Sharp Chula Vista Hospital
Prothrombin Time,85610,$193.00,106370875,Sharp Chula Vista Hospital
Thyroid Stimulating Hormone,84443,$233.00,106370875,Sharp Chula Vista Hospital
"Troponin, Quantitative",84484,$302.00,106370875,Sharp Chula Vista Hospital
"Urinalysis, without microscopy",81002 or 81003,$83.00,106370875,Sharp Chula Vista Hospital
"Urinalysis, with microscopy",81000 or 81001,$168.00,106370875,Sharp Chula Vista Hospital
Radiology Services  (CPT Codes 70010-79999),2019 CPT Code,Average Charge,106370875,Sharp Chula Vista Hospital
"CT Scan, Abdomen, with contrast",74160,,106370875,Sharp Chula Vista Hospital
"CT Scan, Head or Brain, without contrast",70450,"$2,490.00",106370875,Sharp Chula Vista Hospital
"CT Scan, Pelvis, with contrast",72193,,106370875,Sharp Chula Vista Hospital
"Mammography, Screening, Bilateral",77067,,106370875,Sharp Chula Vista Hospital
"MRI, Brain, without contrast, followed by contrast",70553,,106370875,Sharp Chula Vista Hospital
"Ultrasound, Abdomen, Complete",76700,,106370875,Sharp Chula Vista Hospital
"Ultrasound, OB, 14 weeks or more, transabdominal",76805,,106370875,Sharp Chula Vista Hospital
"X-Ray, Lower Back, minimum four views",72110,,106370875,Sharp Chula Vista Hospital
"X-Ray, Chest, two views",71046,$599.00,106370875,Sharp Chula Vista Hospital
Medicine Services  (CPT Codes 90281-99607),2019 CPT Code,Average Charge,106370875,Sharp Chula Vista Hospital
"Cardiac Catheterization, Left Heart, percutaneous ",93452,,106370875,Sharp Chula Vista Hospital
"Echocardiography, Transthoracic, complete, without Doppler",93307,,106370875,Sharp Chula Vista Hospital
"Electrocardiogram, routine, with interpretation and report",93000,,106370875,Sharp Chula Vista Hospital
"Inhalation Treatment, pressurized or nonpressurized",94640,,106370875,Sharp Chula Vista Hospital
"Physical Therapy, Evaluation",97161-97163,,106370875,Sharp Chula Vista Hospital
"Physical Therapy, Gait Training",97116,,106370875,Sharp Chula Vista Hospital
"Physical Therapy, Therapeutic Exercise",97110,$194.00,106370875,Sharp Chula Vista Hospital
Surgery Services  (CPT Codes 10021-69990),2019 CPT Code,Average Charge,106370875,Sharp Chula Vista Hospital
"Arthroscopy, Knee, with meniscectomy (medial or lateral)",29881,,106370875,Sharp Chula Vista Hospital
"Arthroscopy, Shoulder, with partial acromioplasty",29826,,106370875,Sharp Chula Vista Hospital
Carpal Tunnel Surgery,64721,,106370875,Sharp Chula Vista Hospital
"Cataract Removal with Insertion of Intraocular Lens, 1 Stage",66984,,106370875,Sharp Chula Vista Hospital
"Colonoscopy, diagnostic",45378,,106370875,Sharp Chula Vista Hospital
"Colonoscopy, with biopsy",45380,,106370875,Sharp Chula Vista Hospital
"Colonoscopy, with lesion removal, by snare technique",45385,,106370875,Sharp Chula Vista Hospital
"Discission, secondary membranous cataract, laser surgery",66821,,106370875,Sharp Chula Vista Hospital
"Endoscopy, Upper GI, with biopsy",43239,,106370875,Sharp Chula Vista Hospital
"Endoscopy, Upper GI, diagnostic",43235,,106370875,Sharp Chula Vista Hospital
"Excision, Breast Lesion, without preoperative radiological marker",19120,,106370875,Sharp Chula Vista Hospital
"Hernia Repair, Inguinal, 5 years and older",49505,,106370875,Sharp Chula Vista Hospital
"Injection, Diagnostic or Therapeutic substance, epidural, lumbar",62322-62323,,106370875,Sharp Chula Vista Hospital
"Injection, Anesthetic or Steroid, transforaminal epidural, lumbar",64483,,106370875,Sharp Chula Vista Hospital
Laparoscopic Cholecystectomy,47562,,106370875,Sharp Chula Vista Hospital
"Tympanostomy (insert ventilating  tube, general anesthesia)",69436,,106370875,Sharp Chula Vista Hospital
"Tonsillectomy with Adenoidectomy, less than 12 years old",42820,,106370875,Sharp Chula Vista Hospital
Other Common Outpatient Procedures (list as needed),2019 CPT Code,Average Charge,106370875,Sharp Chula Vista Hospital
IV HYDRATION EA ADD HR,96361,$353.00,106370875,Sharp Chula Vista Hospital
GLYCOHEMGLOBIN,83036,$152.00,106370875,Sharp Chula Vista Hospital
CREATININE URINE,82570,$82.00,106370875,Sharp Chula Vista Hospital
FREE THYROXINE,84439,$108.00,106370875,Sharp Chula Vista Hospital
ECG ,93005,$508.00,106370875,Sharp Chula Vista Hospital
CHEST XRAY 1 VIEW,71045,$483.00,106370875,Sharp Chula Vista Hospital
MANUAL THERAPY 15 MIN,97140,$195.00,106370875,Sharp Chula Vista Hospital
Evaluation & Management Services (CPT Codes 99201-99499),2019 CPT Code,Average Charge,371256,SCRIPPS GREEN HOSPITAL
"Emergency Room Visit, Level 2 (low to moderate severity)",99282,,371256,SCRIPPS GREEN HOSPITAL
"Emergency Room Visit, Level 3 (moderate severity)",99283,,371256,SCRIPPS GREEN HOSPITAL
"Emergency Room Visit, Level 4 (high severity)",99284,,371256,SCRIPPS GREEN HOSPITAL
"Emergency Room Visit, Level 4 (high severity with significant threat)",99285,,371256,SCRIPPS GREEN HOSPITAL
"Outpatient Visit, established patient, 15 minutes",99213,,371256,SCRIPPS GREEN HOSPITAL
Laboratory & Pathology Services (CPT Codes 80047-89398),2019 CPT Code,Average Charge,371256,SCRIPPS GREEN HOSPITAL
Basic Metabolic Panel,80048,$144.00,371256,SCRIPPS GREEN HOSPITAL
"Blood Gas Analysis, including 02 saturation",82805,,371256,SCRIPPS GREEN HOSPITAL
"Complete Blood Count, automated",85027,$52.00,371256,SCRIPPS GREEN HOSPITAL
"Complete Blood Count, with differential WBC, automated",85025,$84.00,371256,SCRIPPS GREEN HOSPITAL
Comprehensive Metabolic Panel,80053,$195.00,371256,SCRIPPS GREEN HOSPITAL
"Creatine Kinase (CK), (CPK), Total",82550,$87.00,371256,SCRIPPS GREEN HOSPITAL
Lipid Panel,80061,$117.00,371256,SCRIPPS GREEN HOSPITAL
Partial Thromboplastin Time,85730,$47.00,371256,SCRIPPS GREEN HOSPITAL
Prothrombin Time,85610,$77.00,371256,SCRIPPS GREEN HOSPITAL
Thyroid Stimulating Hormone,84443,$133.00,371256,SCRIPPS GREEN HOSPITAL
"Troponin, Quantitative",84484,$155.00,371256,SCRIPPS GREEN HOSPITAL
"Urinalysis, without microscopy",81002 or 81003,$16.00,371256,SCRIPPS GREEN HOSPITAL
"Urinalysis, with microscopy",81000 or 81001,$23.00,371256,SCRIPPS GREEN HOSPITAL
Radiology Services  (CPT Codes 70010-79999),2019 CPT Code,Average Charge,371256,SCRIPPS GREEN HOSPITAL
"CT Scan, Abdomen, with contrast",74160,"$2,103.00",371256,SCRIPPS GREEN HOSPITAL
"CT Scan, Head or Brain, without contrast",70450,$908.00,371256,SCRIPPS GREEN HOSPITAL
"CT Scan, Pelvis, with contrast",72193,"$2,103.00",371256,SCRIPPS GREEN HOSPITAL
